/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_118.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_118.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_118.jpg, 0, 0, 0, 7.919864E-05
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_235.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_235.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_235.jpg, 0, 0, 0, 8.264442E-05
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_363.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_363.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_363.jpg, 0, 0, 0, 7.865845E-05
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_468.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_468.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_468.jpg, 0, 0.09899426, 0, 0.02169586
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_581.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_581.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_581.jpg, 0, 0.4336202, 0, 0.4496509
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_699.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_699.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_699.jpg, 0, 0.7863092, 0, 1.218962
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_811.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_811.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_811.jpg, 0, 1, 0, 2.512528
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_40_916.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_40_916.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_40_916.jpg, -0.05093408, 1, 0, 3.681629
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_029.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_029.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_029.jpg, -0.4385791, 1, 0, 5.055378
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_134.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_134.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_134.jpg, -0.4621947, 0.6868904, 0, 5.971488
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_250.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_250.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_250.jpg, -0.1143923, 0.339088, 0, 6.607876
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_350.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_350.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_350.jpg, 0, 0.03847313, 0, 6.737874
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_452.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_452.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_452.jpg, 0, 0, 0, 6.672433
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_580.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_580.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_580.jpg, 0, 0.1805792, 0, 6.674888
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_683.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_683.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_683.jpg, 0, 0.4906082, 0, 7.0504
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_791.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_791.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_791.jpg, -0.1725776, 0.8168728, 0, 7.798175
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_894.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_894.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_894.jpg, -0.4812777, 0.7539446, 0, 8.725534
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_41_999.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_41_999.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_41_999.jpg, -0.6990867, 0.4392772, 0, 9.337359
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_102.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_102.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_102.jpg, -0.3918357, 0.1320262, 0, 9.558064
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_203.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_203.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_203.jpg, -0.09004784, 0, 0, 9.481558
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_317.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_317.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_317.jpg, 0, 0.1182032, 0, 9.410419
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_420.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_420.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_420.jpg, 0, 0.4777951, 0, 9.782496
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_533.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_533.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_533.jpg, -0.1440904, 0.8166811, 0, 10.48145
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_633.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_633.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_633.jpg, -0.4446366, 1, 0, 11.5575
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_746.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_746.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_746.jpg, -0.1409891, 1, 0, 12.41934
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_847.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_847.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_847.jpg, 0, 1, 0, 13.76482
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_42_950.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_42_950.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_42_950.jpg, -0.3223171, 1, 0, 14.91748
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_066.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_066.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_066.jpg, 0, 1, 0, 16.14136
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_166.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_166.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_166.jpg, -0.141705, 1, 0, 17.15314
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_278.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_278.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_278.jpg, -0.2060409, 1, 0, 18.17245
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_383.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_383.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_383.jpg, 0, 1, 0, 19.38675
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_486.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_486.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_486.jpg, -0.3093359, 1, 0, 20.38256
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_600.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_600.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_600.jpg, -0.1674728, 1, 0, 21.53511
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_716.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_716.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_716.jpg, 0, 0.863467, 0, 22.46456
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_827.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_827.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_827.jpg, -0.3808022, 0.4826648, 0, 23.08675
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_43_943.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_43_943.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_43_943.jpg, -0.181092, 0.1340585, 0, 23.19689
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_050.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_050.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_050.jpg, 0, 0, 0, 22.97872
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_156.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_156.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_156.jpg, 0, 0, 0, 22.74582
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_267.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_267.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_267.jpg, 0, 0.2214189, 0, 22.72487
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_368.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_368.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_368.jpg, 0, 0, 0, 22.59322
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_483.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_483.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_483.jpg, 0, 0, 0, 22.31975
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_598.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_598.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_598.jpg, -0.1701479, 0, 0, 22.0853
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_699.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_699.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_699.jpg, -0.4767873, 0, 0, 21.66531
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_809.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_809.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_809.jpg, -0.8063493, 0, 0, 21.16773
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_44_918.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_44_918.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_44_918.jpg, -0.809397, 0, 0, 20.65262
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_026.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_026.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_026.jpg, -0.457926, 0, 0, 20.41637
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_143.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_143.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_143.jpg, -0.1067548, 0, 0, 20.13365
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_258.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_258.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_258.jpg, 0, 0.295965, 0, 20.27552
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_365.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_365.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_365.jpg, 0.04973388, 0.3808537, 0, 20.66346
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_466.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_466.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_466.jpg, 0.3507178, 0.07986975, 0, 20.46812
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_566.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_566.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_566.jpg, 0.6516566, 0, 0, 20.26743
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_666.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_666.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_666.jpg, 0.3508644, 0, 0, 19.73942
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_775.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_775.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_775.jpg, 0.02516055, 0, 0, 19.85968
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_883.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_883.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_883.jpg, 0, 0.3245852, 0, 19.83886
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_45_992.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_45_992.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_45_992.jpg, 0, 0.6495781, 0, 19.96626
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_107.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_107.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_107.jpg, 0, 0.9956009, 0, 21.00158
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_209.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_209.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_209.jpg, -0.3059764, 1, 0, 22.03146
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_325.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_325.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_325.jpg, -0.2598331, 1, 0, 23.08719
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_432.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_432.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_432.jpg, 0, 1, 0, 24.04693
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_543.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_543.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_543.jpg, 0, 1, 0, 25.20107
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_648.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_648.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_648.jpg, 0, 1, 0, 26.15487
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_775.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_775.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_775.jpg, 0, 1, 0, 27.28888
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_884.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_884.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_884.jpg, 0, 1, 0, 28.40911
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_46_987.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_46_987.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_46_987.jpg, 0, 1, 0, 29.33205
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_098.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_098.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_098.jpg, -0.2874055, 1, 0, 30.16567
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_198.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_198.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_198.jpg, -0.08040833, 1, 0, 30.1908
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_299.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_299.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_299.jpg, 0, 1, 0, 30.19153
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_425.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_425.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_425.jpg, 0, 0.6260321, 0, 30.08675
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_531.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_531.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_531.jpg, 0, 0.3043931, 0, 30.03411
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_647.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_647.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_647.jpg, 0, 0, 0, 29.83129
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_747.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_747.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_747.jpg, -0.300087, 0, 0, 29.48338
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_858.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_858.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_858.jpg, 0, 0, 0, 29.17641
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_47_964.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_47_964.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_47_964.jpg, -0.1425662, 0, 0, 28.82045
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_48_080.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_48_080.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_48_080.jpg, -0.1952255, 0, 0, 28.40545
/home/default/CV_DL/11. behaviour cloning/data/IMG/center_2019_03_27_17_48_48_180.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/left_2019_03_27_17_48_48_180.jpg, /home/default/CV_DL/11. behaviour cloning/data/IMG/right_2019_03_27_17_48_48_180.jpg, 0, 0, 0, 28.11703
